HHID,PERID,AGE,MODE,ARR_HR,XCORD,YCORD
1033586,1,66,6.000,3,-121.326,38.889
1033586,1,66,5.000,22,-121.336,38.882
1033586,2,67,6.000,3,-121.328,38.894
1033586,2,67,5.000,22,-121.325,38.886
1069984,1,56,6.000,3,-121.625,39.150
1069984,1,56,5.000,14,-121.631,39.148
1088815,1,43,6.000,3,-121.444,39.047
1088815,1,43,5.000,7,-121.423,39.002
1088815,1,43,5.000,8,-121.449,39.009
1088815,1,43,5.000,13,-121.431,39.063
1088815,1,43,5.000,15,-121.438,39.056
1088815,2,41,6.000,3,-121.459,39.061
1088815,2,41,5.000,16,-121.490,39.050
1088815,3,10,6.000,3,-121.384,39.059
1088815,3,10,5.000,7,-121.427,39.059
1088815,3,10,5.000,15,-121.452,39.050
1088815,4,8,6.000,3,-121.414,39.024
1088815,4,8,5.000,7,-121.490,39.053
1088815,4,8,5.000,15,-121.382,39.030
1094164,1,74,6.000,3,-121.321,38.615
1094164,1,74,5.000,6,-121.360,38.616
1094164,1,74,5.000,15,-121.313,38.609
1120210,1,87,6.000,3,-121.259,38.741
1121805,1,47,6.000,3,-121.515,38.528
1121805,1,47,5.000,9,-121.498,38.578
1121805,1,47,5.000,16,-121.517,38.526
1121805,2,80,6.000,3,-121.508,38.540
1121805,3,18,6.000,3,-121.511,38.539
1121805,3,18,5.000,6,-121.498,38.553
1121805,3,18,5.000,11,-121.495,38.546
1121805,3,18,5.000,15,-121.520,38.531
1121805,3,18,5.000,22,-121.512,38.533
1122489,2,47,6.000,3,-121.364,38.689
1122489,2,47,5.000,21,-121.369,38.683
1123045,1,63,6.000,3,-121.508,38.496
1123045,1,63,1.000,8,-121.494,38.525
1123045,1,63,3.000,9,-121.485,38.524
1123045,1,63,5.000,16,-121.521,38.515
1123148,1,67,6.000,3,-121.582,39.142
1123148,1,67,1.000,7,-121.607,39.150
1123148,1,67,1.000,12,-121.608,39.164
1124174,1,66,6.000,3,-121.592,39.162
1124793,1,73,6.000,3,-121.332,38.664
1124793,1,73,5.000,20,-121.335,38.665
1127315,1,63,6.000,3,-121.727,38.549
