HHID,PERID,AGE,MODE,ARR_HR,XCORD,YCORD
1031985,1,74,6.000,3,-122.112,38.149
1031985,1,74,5.000,13,-122.147,38.128
1031985,2,73,6.000,3,-122.117,38.153
1031985,2,73,5.000,10,-122.113,38.154
1041304,1,65,6.000,3,-121.906,37.245
1041304,1,65,5.000,15,-121.905,37.249
1049908,1,50,6.000,3,-122.415,37.786
1049908,1,50,2.000,4,-122.387,37.786
1049908,1,50,2.000,13,-122.417,37.785
1049908,1,50,3.000,18,-122.415,37.787
1052905,1,65,6.000,3,-122.133,37.419
1052905,1,65,5.000,10,-122.104,37.419
1052905,1,65,5.000,12,-122.139,37.425
1052905,1,65,5.000,13,-122.114,37.433
1052905,1,65,5.000,15,-122.118,37.414
1052905,1,65,5.000,18,-122.113,37.431
1052905,1,65,5.000,21,-122.139,37.427
1055449,1,22,6.000,3,-122.709,38.435
1055449,1,22,5.000,22,-122.706,38.440
1059276,1,55,6.000,3,-122.515,38.054
1059276,1,55,5.000,7,-122.575,38.092
1059276,1,55,5.000,8,-122.502,37.982
1059276,1,55,5.000,13,-122.517,37.986
1059276,1,55,5.000,18,-122.489,38.069
1059276,1,55,5.000,18,-122.540,38.071
1059276,1,55,5.000,18,-122.527,38.052
1059276,2,15,6.000,3,-122.531,38.044
1059276,2,15,5.000,7,-122.542,38.070
1059276,2,15,5.000,18,-122.501,38.059
1066319,1,66,5.000,18,-122.657,38.376
1066319,2,67,5.000,18,-122.636,38.374
1089378,1,33,6.000,3,-122.135,37.685
1089378,1,33,5.000,6,-122.118,37.675
1089378,1,33,5.000,16,-122.147,37.686
1089378,2,8,6.000,3,-122.144,37.683
1089378,2,8,1.000,15,-122.148,37.685
1089378,3,1,6.000,3,-122.146,37.685
1095358,1,56,6.000,3,-122.255,37.815
1095358,1,56,1.000,10,-122.255,37.811
1119577,1,57,6.000,3,-122.424,37.770
1119577,1,57,1.000,9,-122.395,37.787
1119577,1,57,3.000,13,-122.395,37.792
1119577,1,57,1.000,17,-122.426,37.770
1120364,1,63,6.000,3,-121.953,37.328
1120364,1,63,5.000,11,-121.951,37.330
1120364,1,63,5.000,12,-122.048,37.359
1120364,1,63,5.000,19,-121.963,37.330
1121608,1,75,6.000,3,-121.972,37.385
1121608,1,75,5.000,8,-121.858,37.303
1121608,1,75,5.000,16,-121.932,37.356
1121694,1,64,6.000,3,-121.996,37.340
1121694,1,64,5.000,10,-121.997,37.354
1121694,1,64,5.000,17,-122.006,37.342
1121694,2,64,6.000,3,-122.007,37.340
1121694,2,64,5.000,17,-122.004,37.341
1122153,1,81,6.000,3,-122.809,38.439
1122153,1,81,3.000,10,-122.817,38.441
1122751,1,74,6.000,3,-121.880,37.443
1122751,1,74,5.000,9,-121.889,37.441
1122751,1,74,5.000,15,-121.888,37.437
1122751,1,74,5.000,17,-121.883,37.437
1124315,1,69,6.000,3,-121.972,37.819
1124315,1,69,5.000,14,-121.996,37.828
1124315,1,69,5.000,18,-121.989,37.812
1124585,1,35,6.000,3,-121.567,37.005
1124585,1,35,5.000,11,-121.875,37.254
1124585,1,35,5.000,15,-121.562,37.008
1124585,2,17,6.000,3,-121.560,36.998
1124585,2,17,5.000,11,-121.837,37.251
1124585,2,17,5.000,15,-121.560,37.001
1125629,1,75,6.000,3,-121.956,37.540
1125629,1,75,5.000,11,-121.966,37.533
1125964,1,71,6.000,3,-122.630,38.244
1125964,1,71,5.000,12,-122.638,38.236
1126030,1,74,6.000,3,-122.743,38.284
1126100,1,52,6.000,3,-122.443,37.789
1126100,1,52,5.000,8,-122.366,37.450
1126100,1,52,5.000,20,-122.442,37.789
1126371,1,66,6.000,3,-122.205,37.475
1126371,1,66,5.000,14,-122.193,37.472
1128657,1,80,6.000,3,-121.887,37.305
1128657,1,80,5.000,17,-121.896,37.300
1128909,1,82,6.000,3,-122.613,38.242
1128909,1,82,5.000,12,-122.610,38.236
1128909,2,81,6.000,3,-122.615,38.239
1129102,1,20,6.000,3,-122.417,37.709
1129102,1,20,5.000,8,-122.461,37.731
