HHID,PERID,AGE,MODE,ARR_HR,XCORD,YCORD
1036062,1,63,6.0,3,-117.92239746699713,33.84168618137626
1036062,1,63,5.0,12,-117.96262529968746,33.78904027898956
1036062,1,63,5.0,14,-117.92257685753484,33.84188651837412
1048736,1,50,6.0,3,-118.18429381512468,33.94062396458439
1048736,1,50,2.0,7,-118.18533083307402,33.93443997921474
1048736,1,50,2.0,7,-118.18432798068598,33.94055152871955
1048736,1,50,2.0,9,-118.1893200469402,33.94955382352666
1048736,1,50,2.0,9,-118.18418543277018,33.940588039649334
1048736,1,50,5.0,11,-118.23873201863833,33.925316505317475
1048736,1,50,5.0,11,-118.18427976016483,33.940384587618325
1048736,1,50,5.0,16,-118.23869173464492,33.92524840446037
1048736,1,50,5.0,17,-118.18440973789694,33.940539847049806
1048736,1,50,3.0,20,-118.1814590784637,33.94220932745522
1048736,1,50,3.0,21,-118.1845287643757,33.94045746410826
1048736,2,49,6.0,3,-118.18421898452506,33.940201694419216
1048736,3,23,6.0,3,-118.18435897977962,33.94018085492266
1048736,3,23,5.0,11,-118.23889544286203,33.92551075619825
1048736,3,23,5.0,17,-118.1845328097713,33.94023768892858
1048736,4,21,6.0,3,-118.18423191801537,33.940661151220134
1048736,4,21,5.0,16,-118.20335590404827,33.93288264046303
1048736,4,21,5.0,23,-118.18415268471865,33.94042645580434
1048736,5,17,6.0,3,-118.18459145810257,33.94066687232862
1056785,4,16,6.0,3,-117.76654353274422,33.70207221664524
1056785,4,16,5.0,7,-117.74948051152998,33.732798891880776
1056785,4,16,5.0,15,-117.76686838615437,33.701924543053465
1056785,4,16,5.0,16,-117.765561601144,33.675872267942225
1056785,4,16,5.0,17,-117.76657035129655,33.70178453866128
1064066,1,57,6.0,3,-117.3583755368844,34.083111915347274
1064066,1,57,5.0,10,-117.37309923108751,34.098534736400104
1064066,1,57,5.0,10,-117.35283551722563,34.079818993167734
1064066,1,57,5.0,17,-117.35628061574877,34.09090061764006
1064066,1,57,5.0,19,-117.35841314299476,34.08329309772704
1066380,1,74,6.0,3,-118.51365386840368,34.22658951641501
