HHID,PERID,AGE,MODE,ARR_HR,XCORD,YCORD
1157513,1,71,6.000,3,-119.823,36.790
1157513,1,71,5.000,14,-119.824,36.809
1157513,1,71,5.000,15,-119.716,36.811
1157513,1,71,5.000,17,-119.823,36.791
1194035,1,52,6.000,3,-119.812,36.807
1194035,2,41,6.000,3,-119.812,36.807
1194035,2,41,5.000,8,-119.790,36.779
1194035,2,41,5.000,9,-119.771,36.801
1194035,2,41,5.000,10,-119.763,36.787
1194035,2,41,5.000,12,-119.770,36.801
1194035,2,41,5.000,12,-119.763,36.788
1194035,2,41,5.000,15,-119.771,36.801
1194035,2,41,5.000,16,-119.790,36.782
1194035,2,41,5.000,17,-119.791,36.797
1194035,2,41,5.000,18,-119.812,36.806
1356526,1,45,6.000,3,-119.740,36.758
1356526,1,45,5.000,5,-119.458,36.601
1356526,1,45,5.000,16,-119.740,36.758
1356526,2,64,6.000,3,-119.740,36.758
1356526,3,12,6.000,3,-119.740,36.759
1356526,3,12,3.000,7,-119.733,36.758
1356526,3,12,3.000,14,-119.740,36.759
1365552,1,42,6.000,3,-119.437,36.606
1365552,1,42,5.000,6,-119.135,35.422
1365552,1,42,5.000,17,-119.437,36.606
1365552,1,42,3.000,18,-119.434,36.604
1365552,1,42,3.000,18,-119.437,36.607
1365552,2,44,6.000,3,-119.437,36.606
1365552,2,44,5.000,6,-119.558,36.706
1365552,2,44,5.000,16,-119.437,36.606
1365552,3,16,6.000,3,-119.437,36.607
1365552,4,3,6.000,3,-119.437,36.606
1367804,1,50,6.000,3,-119.434,36.599
1367804,1,50,3.000,9,-119.437,36.593
1367804,1,50,3.000,9,-119.451,36.599
1367804,1,50,3.000,11,-119.434,36.600
1367804,1,50,5.000,13,-119.401,36.544
1367804,1,50,5.000,16,-119.434,36.599
1390288,1,30,6.000,3,-119.443,36.598
1390288,2,26,6.000,3,-119.443,36.597
1390288,3,12,6.000,3,-119.443,36.598
1390288,4,8,6.000,3,-119.442,36.597
1452163,1,34,6.000,3,-119.776,36.801
1452163,1,34,1.000,7,-119.786,36.739
1452163,1,34,1.000,14,-119.776,36.801
1458468,1,34,6.000,3,-119.725,36.794
1458468,1,34,5.000,14,-119.665,36.838
1458468,1,34,5.000,22,-119.725,36.795
1471226,1,64,6.000,3,-119.766,36.764
1484276,1,44,6.000,3,-119.733,36.744
1484276,1,44,5.000,6,-119.720,36.744
1484276,1,44,5.000,6,-119.717,36.734
1484276,1,44,5.000,7,-119.734,36.739
1484276,1,44,5.000,7,-119.733,36.743
1484276,1,44,5.000,8,-119.742,36.702
1484276,1,44,5.000,20,-119.734,36.744
1484276,2,16,6.000,3,-119.733,36.744
1484276,2,16,5.000,6,-119.720,36.745
1484276,2,16,5.000,6,-119.717,36.734
1484276,2,16,3.000,17,-119.733,36.743
1484276,3,13,6.000,3,-119.733,36.744
1484276,3,13,5.000,6,-119.720,36.745
1484276,3,13,3.000,15,-119.734,36.743
1484276,4,9,6.000,3,-119.733,36.743
1484276,4,9,5.000,6,-119.720,36.745
1484276,4,9,5.000,6,-119.717,36.734
1484276,4,9,5.000,7,-119.734,36.739
1484276,4,9,3.000,14,-119.734,36.744
1503866,1,66,6.000,3,-119.755,36.712
1521430,1,65,6.000,3,-119.892,36.761
1521430,2,62,6.000,3,-119.892,36.761
1549830,1,54,6.000,3,-119.790,36.804
1549830,1,54,5.000,5,-119.755,36.757
1549830,1,54,2.000,15,-119.752,36.783
1549830,1,54,2.000,16,-119.754,36.794
1549830,1,54,2.000,16,-119.755,36.779
1549830,1,54,2.000,17,-119.751,36.782
1549830,1,54,2.000,17,-119.755,36.756
1549830,1,54,2.000,21,-119.727,36.811
1549830,1,54,2.000,23,-119.755,36.756
1677125,1,45,6.000,3,-119.618,36.560
1677125,1,45,2.000,17,-119.624,36.564
1677125,1,45,2.000,19,-119.618,36.560
1715724,1,51,6.000,3,-119.848,36.777
1715724,2,53,6.000,3,-119.848,36.777
1772067,1,88,6.000,3,-119.796,36.711
1806076,1,32,6.000,3,-119.764,36.813
1806076,1,32,3.000,8,-119.773,36.801
1806076,1,32,3.000,9,-119.764,36.813
1806076,1,32,3.000,17,-119.772,36.802
1806076,1,32,3.000,18,-119.764,36.813
1820001,1,62,6.000,3,-120.390,36.755
1820001,1,62,5.000,9,-120.386,36.752
1820001,1,62,5.000,10,-120.390,36.754
1820001,2,61,6.000,3,-120.390,36.754
1820001,2,61,5.000,9,-120.386,36.752
1820001,2,61,5.000,10,-120.390,36.754
1873325,1,63,6.000,3,-120.357,36.135
1885167,1,24,6.000,3,-119.886,36.807
1885167,1,24,5.000,15,-119.843,36.794
1885167,1,24,5.000,19,-119.886,36.806
1885167,2,27,6.000,3,-119.886,36.807
