HHID,PERID,AGE,MODE,ARR_HR,XCORD,YCORD
1067135,1,61,6.000,3,-121.974,36.964
1067135,1,61,3.000,13,-121.975,36.964
1067135,1,61,5.000,16,-121.965,36.965
1067135,1,61,5.000,17,-121.974,36.964
1122180,1,40,6.000,3,-121.127,36.218
1122180,1,40,5.000,5,-121.126,36.215
1122180,1,40,5.000,18,-121.128,36.218
1122180,2,38,6.000,3,-121.127,36.218
1122180,2,38,3.000,8,-121.132,36.215
1122180,2,38,3.000,8,-121.127,36.218
1122180,2,38,3.000,14,-121.132,36.215
1122180,2,38,3.000,14,-121.127,36.218
1122180,3,15,6.000,3,-121.127,36.218
1122180,3,15,3.000,7,-121.132,36.210
1122180,3,15,3.000,15,-121.127,36.218
1122180,4,7,6.000,3,-121.127,36.218
1122180,4,7,3.000,8,-121.132,36.216
1122180,4,7,3.000,14,-121.127,36.218
1122180,5,4,6.000,3,-121.128,36.218
1122180,5,4,3.000,8,-121.131,36.215
1122180,5,4,3.000,8,-121.127,36.218
1122180,5,4,3.000,14,-121.131,36.215
1122180,5,4,3.000,14,-121.128,36.218
1123818,1,54,6.000,3,-121.773,36.925
1123818,1,54,5.000,7,-121.812,36.929
1123818,1,54,5.000,16,-121.774,36.925
1124334,1,65,6.000,3,-122.062,36.961
1124334,1,65,3.000,14,-122.057,36.953
1124334,1,65,3.000,15,-122.062,36.955
1124334,1,65,3.000,15,-122.061,36.962
1126269,1,93,6.000,3,-122.006,36.987
1126269,1,93,5.000,8,-121.978,36.987
1126269,1,93,5.000,13,-122.007,36.986
1126269,2,87,6.000,3,-122.006,36.986
1126291,1,66,6.000,3,-122.025,36.972
1126291,1,66,3.000,18,-122.025,36.975
1126291,1,66,3.000,19,-122.025,36.973
1126291,1,66,3.000,19,-122.025,36.972
1126291,1,66,3.000,19,-122.026,36.972
1126291,1,66,3.000,20,-122.025,36.972
1128195,1,53,6.000,3,-122.028,36.988
1128195,1,53,5.000,9,-121.982,36.990
1128195,1,53,5.000,10,-121.978,36.990
1128195,1,53,5.000,11,-122.026,36.970
1128195,1,53,5.000,12,-122.056,36.960
1128195,1,53,5.000,18,-122.025,36.971
1128195,1,53,3.000,19,-122.027,36.975
1128195,1,53,3.000,19,-122.028,36.976
1128195,1,53,3.000,19,-122.026,36.975
1128195,1,53,5.000,20,-122.057,36.959
1128195,1,53,5.000,21,-122.028,36.988
1130219,1,45,6.000,3,-121.784,36.931
1130219,1,45,5.000,15,-122.023,36.967
1130219,1,45,5.000,19,-121.784,36.931
1134887,1,55,6.000,3,-121.974,36.988
1134887,2,65,6.000,3,-121.974,36.988
1135601,1,55,6.000,3,-122.051,36.966
1135601,1,55,5.000,11,-122.026,36.977
1135601,1,55,5.000,11,-122.017,36.976
1135601,1,55,5.000,13,-122.016,36.977
