HHID,PERID,AGE,MODE,ARR_HR,XCORD,YCORD
1065850,1,59,6.000,3,-119.081,35.342
1065850,1,59,5.000,17,-119.079,35.350
1134470,1,33,6.000,3,-119.150,35.350
1134470,1,33,5.000,10,-119.053,35.290
1134470,1,33,5.000,17,-119.149,35.352
1134470,2,34,6.000,3,-119.159,35.354
1134470,3,3,6.000,3,-119.159,35.355
1134470,3,3,5.000,17,-119.153,35.351
1134470,4,1,6.000,3,-119.160,35.347
1134470,4,1,5.000,17,-119.142,35.354
1148022,1,49,6.000,3,-119.116,35.426
1148022,1,49,5.000,21,-119.095,35.436
1148022,2,50,6.000,3,-119.093,35.423
1148022,2,50,5.000,8,-119.057,35.389
1148022,2,50,5.000,21,-119.078,35.425
1148022,3,12,6.000,3,-119.102,35.438
1148022,3,12,5.000,8,-119.107,35.431
1148022,3,12,5.000,21,-119.120,35.431
1148022,4,11,6.000,3,-119.113,35.418
1148022,4,11,5.000,8,-119.090,35.427
1148022,4,11,5.000,21,-119.113,35.431
1153917,1,53,5.000,6,-119.047,35.438
1153917,1,53,5.000,8,-118.999,35.346
1153917,1,53,5.000,22,-119.061,35.424
1167180,1,67,6.000,3,-118.475,35.125
1167180,1,67,5.000,8,-118.426,35.130
1167180,1,67,5.000,9,-118.471,35.137
1167180,2,65,6.000,3,-118.484,35.138
1167180,2,65,5.000,8,-118.444,35.118
1167180,2,65,5.000,9,-118.493,35.130
1167180,2,65,5.000,15,-118.439,35.115
1167180,2,65,5.000,16,-118.487,35.132
1167180,3,44,6.000,3,-118.491,35.144
1167180,3,44,5.000,7,-119.066,35.358
1167180,3,44,5.000,18,-118.484,35.126
1167180,4,2,6.000,3,-118.471,35.146
1167180,4,2,5.000,8,-118.442,35.112
1167180,4,2,5.000,16,-118.478,35.132
1204247,1,57,6.000,3,-118.848,35.448
1204247,1,57,5.000,4,-118.926,35.358
1204247,1,57,5.000,15,-118.808,35.456
1204247,2,56,6.000,3,-118.777,35.421
1204247,2,56,5.000,9,-118.805,35.462
1204247,2,56,5.000,11,-119.093,35.391
1204247,2,56,5.000,19,-118.856,35.441
1206429,2,14,6.000,3,-119.116,35.412
1206429,2,14,5.000,20,-119.112,35.409
1207472,1,48,6.000,3,-117.692,35.630
1207472,1,48,5.000,8,-117.690,35.651
1207472,1,48,5.000,12,-119.205,35.385
1207472,1,48,5.000,13,-117.670,35.642
1207472,1,48,5.000,18,-117.671,35.634
1207472,2,43,6.000,3,-117.688,35.625
1207472,2,43,5.000,21,-117.675,35.634
1207472,3,19,6.000,3,-117.701,35.624
1207472,4,15,6.000,3,-117.673,35.628
1207472,5,13,6.000,3,-117.698,35.630
1207472,6,10,6.000,3,-117.683,35.633
1207472,6,10,5.000,21,-117.679,35.632
1337314,1,55,6.000,3,-119.040,35.407
1337314,1,55,5.000,8,-119.011,35.376
1337314,1,55,5.000,17,-119.040,35.407
1337314,2,56,6.000,3,-119.026,35.408
1337314,2,56,5.000,8,-119.003,35.380
1337314,2,56,5.000,17,-119.039,35.402
1344127,1,42,6.000,3,-118.174,34.867
1344127,1,42,5.000,8,-118.147,34.698
1344127,1,42,5.000,19,-118.173,34.851
1344127,1,42,5.000,23,-118.191,34.854
1344127,2,49,6.000,3,-118.182,34.866
1344127,3,17,6.000,3,-118.197,34.870
1387343,1,37,6.000,3,-118.941,35.297
1387343,1,37,5.000,12,-118.949,35.351
1387343,2,55,6.000,3,-118.942,35.322
1387343,2,55,5.000,12,-118.953,35.341
1387343,3,30,6.000,3,-118.971,35.317
1387343,3,30,5.000,12,-118.983,35.326
1387343,4,4,6.000,3,-118.964,35.330
1387343,4,4,5.000,12,-118.969,35.314
1387343,5,2,6.000,3,-118.955,35.333
1387343,5,2,5.000,12,-118.975,35.327
1395576,1,55,6.000,3,-119.036,35.417
1395576,1,55,5.000,21,-119.078,35.393
1395576,2,55,6.000,3,-119.053,35.420
1395576,2,55,5.000,6,-119.080,35.363
1395576,2,55,5.000,17,-119.020,35.419
1395576,2,55,5.000,20,-119.040,35.413
1395576,3,31,6.000,3,-119.047,35.417
1395576,3,31,5.000,20,-119.036,35.417
1395576,4,20,6.000,3,-119.019,35.418
1395576,4,20,5.000,9,-118.984,35.400
1395576,4,20,5.000,13,-119.043,35.416
1395576,4,20,5.000,16,-119.024,35.415
1395576,4,20,5.000,17,-118.974,35.404
1395576,4,20,5.000,21,-119.038,35.412
1403589,1,37,6.000,3,-119.116,35.378
1403589,1,37,5.000,8,-119.117,35.370
1403589,1,37,5.000,13,-119.124,35.383
1403589,2,44,6.000,3,-119.115,35.370
1403589,2,44,5.000,9,-119.118,35.305
1403589,2,44,5.000,21,-119.127,35.379
1403589,3,57,6.000,3,-119.079,35.380
1403589,3,57,5.000,8,-119.113,35.382
1403589,3,57,5.000,22,-119.077,35.372
1403589,4,10,6.000,3,-119.120,35.383
1403589,4,10,5.000,7,-119.153,35.364
1403589,4,10,5.000,14,-119.126,35.372
1403589,4,10,2.000,14,-119.115,35.374
1404398,1,73,6.000,3,-117.946,35.497
1404398,1,73,5.000,14,-117.720,35.634
1404398,2,75,6.000,3,-117.879,35.485
1404398,2,75,3.000,12,-117.635,35.530
1404398,2,75,5.000,21,-117.643,35.582
1404398,3,65,6.000,3,-117.644,35.530
1404398,3,65,5.000,10,-119.030,35.403
1404398,3,65,5.000,10,-117.721,35.572
1405843,1,56,6.000,3,-118.967,35.411
1405843,1,56,5.000,8,-118.971,35.356
1405843,1,56,5.000,17,-118.963,35.408
1405843,2,54,5.000,12,-118.965,35.402
1406429,1,57,6.000,3,-119.106,35.310
1406429,1,57,5.000,7,-118.883,35.418
1406429,1,57,5.000,18,-119.101,35.299
1408332,1,68,6.000,3,-119.043,35.375
1408332,1,68,5.000,10,-119.300,35.519
1408332,1,68,5.000,11,-119.296,35.494
1408332,1,68,5.000,12,-119.027,35.374
1409080,1,39,6.000,3,-119.030,35.300
1409080,1,39,5.000,8,-119.039,35.343
1409080,1,39,5.000,8,-119.016,35.430
1409080,1,39,5.000,13,-119.035,35.345
1409080,1,39,5.000,14,-119.029,35.304
1409080,1,39,5.000,20,-119.026,35.301
1409080,2,47,6.000,3,-119.023,35.298
1409080,2,47,5.000,7,-119.047,35.387
1409080,2,47,5.000,14,-119.054,35.381
1409080,2,47,5.000,20,-119.031,35.306
1409080,3,6,6.000,3,-119.025,35.300
1409080,3,6,5.000,7,-119.022,35.303
1409080,3,6,5.000,14,-119.029,35.309
1409080,3,6,5.000,20,-119.031,35.311
1409080,4,3,6.000,3,-119.023,35.300
1409080,4,3,5.000,8,-119.064,35.459
1409080,4,3,5.000,14,-119.027,35.303
1409080,4,3,5.000,20,-119.026,35.303
1411970,1,47,6.000,3,-117.651,35.605
1411970,1,47,5.000,10,-119.020,35.403
1411970,1,47,5.000,13,-119.187,35.387
1411970,1,47,5.000,13,-117.636,35.609
1411970,1,47,5.000,14,-117.667,35.608
1411970,1,47,5.000,15,-119.040,35.405
1411970,1,47,5.000,15,-117.655,35.598
1411970,2,56,6.000,3,-117.654,35.627
1411970,3,20,6.000,3,-117.653,35.626
1411970,3,20,5.000,9,-117.803,35.543
1411970,3,20,5.000,11,-119.183,35.391
1411970,3,20,5.000,11,-117.641,35.596
1411970,3,20,5.000,13,-117.844,35.602
1411970,3,20,5.000,15,-117.646,35.620
1420349,1,51,6.000,3,-118.508,35.141
1420349,1,51,5.000,7,-118.901,35.262
1420349,1,51,5.000,16,-118.979,35.408
1420349,1,51,5.000,21,-118.981,35.405
1420349,1,51,5.000,22,-118.498,35.170
1420349,2,35,6.000,3,-118.980,35.338
1420349,2,35,1.000,6,-118.508,35.187
1420349,2,35,1.000,12,-118.992,35.340
1420349,2,35,5.000,13,-119.001,35.346
1420349,2,35,5.000,21,-118.993,35.335
1420349,2,35,1.000,23,-118.518,35.159
1420349,3,17,6.000,3,-118.551,35.184
1420349,3,17,5.000,7,-118.459,35.122
1420349,3,17,5.000,21,-118.971,35.411
1420349,3,17,5.000,22,-118.541,35.188
1420349,4,15,6.000,3,-118.522,35.134
1420349,4,15,5.000,7,-118.417,35.113
1420349,4,15,5.000,21,-118.973,35.400
